instance,gain_percent,prob,acopp_profit
dsj1000_03_unc_01_03,1.17637,0.0014368020923739,466462.0
dsj1000_05_bsc_01_03,1.28414,0.0013856095397924,663158.0
dsj1000_10_unc_01_02,1.34918,0.0013547144519211,1500000.0
pr107_10_usw_01_03,1.42384,0.0013192497031438,87264.0
pr107_10_bsc_10_03,1.56913,0.0012502345229957,991216.0
dsj1000_03_unc_01_01,1.70083,0.0011876748201566,352748.0
pr107_10_unc_01_02,1.92187,0.0010826771229997,136196.0
pr107_05_unc_01_02,1.96149,0.0010638569603081,69008.9
pr107_10_unc_05_02,2.01246,0.0010396453577742,294055.0
pr107_05_unc_10_02,2.07583,0.0010095435478356,190153.0
pr107_05_usw_05_02,2.44815,0.0008326853203408,142106.0
pr107_03_usw_05_02,2.53369,0.0007920523895826,89428.2
pr107_05_unc_05_02,2.81137,0.0006601497450543,148278.0
pr107_10_usw_10_02,3.97105,0.0001092823480271,391617.0
pr107_10_unc_01_01,4.02924,8.164112473015986e-05,100885.0
pr107_05_unc_01_01,4.06584,6.425551255163048e-05,51780.2
pr107_05_bsc_10_02,4.20111,0.0,424529.0
